Code,KB,Sales,Month,Year
443142,Electronics stores,5675,7,2017
444,Building mat. and garden equip. and supplies dealers,30060,7,2017
4441,Building mat. and supplies dealers,26497,7,2017
44412,Paint and wallpaper stores,1044,7,2017
44413,Hardware stores,2194,7,2017
445,Food and beverage stores,61611,7,2017
4451,Grocery stores,55159,7,2017
44511,Supermarkets and other grocery (except convenience) stores,52679,7,2017
4453,"Beer, wine, and liquor stores",4598,7,2017
446,Health and personal care stores,25966,7,2017
44611,Pharmacies and drug stores,21610,7,2017
447,Gasoline stations,40211,7,2017
448,Clothing and clothing access. stores,20795,7,2017
4481,Clothing stores,15368,7,2017
44811,Men's clothing stores,688,7,2017
44812,Women's clothing stores,3083,7,2017
44814,Family clothing stores,8711,7,2017
44819,Other clothing stores,1385,7,2017
4482,Shoe stores,2976,7,2017
44831,Jewelry stores,2204,7,2017
451,"Sporting goods, hobby, musical instrument, and book stores",6499,7,2017
45111,Sporting goods stores,3916,7,2017
45112,"Hobby, toy, and game stores",1193,7,2017
451211,Book stores,647,7,2017
452,General merchandise stores,56386,7,2017
4521,Department stores,11332,7,2017
452111,Department stores(excl. discount department stores),3516,7,2017
452112,Discount dept. stores,7816,7,2017
4529,Other general merchandise stores,45054,7,2017
45291,Warehouse clubs and superstores,38973,7,2017
45299,All other gen. merchandise stores,6081,7,2017
453,Miscellaneous store retailers,10265,7,2017
4532,"Office supplies, stationery, and gift stores",2459,7,2017
45321,Office supplies and stationery stores,926,7,2017
45322,"Gift, novelty, and souvenir stores",1533,7,2017
45330,Used merchandise stores,1380,7,2017
454,Nonstore retailers,46412,7,2017
4541,Electronic shopping and mail-order houses,40756,7,2017
45431,Fuel dealers,1472,7,2017
722,Food services and drinking places,58474,7,2017
7224,Drinking places,2157,7,2017
7225,Restaurants and other eating places,51817,7,2017
722511,Full service restaurants,25360,7,2017
"722513, 722514, 722515",Limited service eating places,26457,7,2017
441,Motor vehicle and parts dealers,99893,7,2016
"44,114,412",Automobile and other motor vehicle dealers,92147,7,2016
4411,Automobile dealers,85623,7,2016
44111,New car dealers,76669,7,2016
44112,Used car dealers,8954,7,2016
4413,"Automotive parts, acc., and tire stores",7746,7,2016
"442,443","Furniture, home furn, electronics, and appliance stores",16726,7,2016
442,Furniture and home furnishings stores,9313,7,2016
4421,Furniture stores,5028,7,2016
4422,Home furnishings stores,4285,7,2016
44221,Floor covering stores,1803,7,2016
442299,All other home furnishings stores,2348,7,2016
443,Electronics and appliance stores,7413,7,2016
443141,Household appliance stores,1499,7,2016
443142,Electronics stores,5914,7,2016
444,Building mat. and garden equip. and supplies dealers,29112,7,2016
4441,Building mat. and supplies dealers,25917,7,2016
44412,Paint and wallpaper stores,1000,7,2016
44413,Hardware stores,2067,7,2016
445,Food and beverage stores,59851,7,2016
4451,Grocery stores,53382,7,2016
44511,Supermarkets and other grocery (except convenience) stores,50825,7,2016
4453,"Beer, wine, and liquor stores",4572,7,2016
446,Health and personal care stores,25749,7,2016
44611,Pharmacies and drug stores,21595,7,2016
447,Gasoline stations,39752,7,2016
448,Clothing and clothing access. stores,20759,7,2016
4481,Clothing stores,15367,7,2016
44811,Men's clothing stores,686,7,2016
44812,Women's clothing stores,3058,7,2016
44814,Family clothing stores,8666,7,2016
44819,Other clothing stores,1345,7,2016
4482,Shoe stores,3073,7,2016
44831,Jewelry stores,2088,7,2016
451,"Sporting goods, hobby, musical instrument, and book stores",6913,7,2016
45111,Sporting goods stores,4314,7,2016
45112,"Hobby, toy, and game stores",1239,7,2016
451211,Book stores,652,7,2016
452,General merchandise stores,55976,7,2016
4521,Department stores,11850,7,2016
452111,Department stores(excl. discount department stores),3851,7,2016
452112,Discount dept. stores,7999,7,2016
4529,Other general merchandise stores,44126,7,2016
45291,Warehouse clubs and superstores,38312,7,2016
45299,All other gen. merchandise stores,5814,7,2016
453,Miscellaneous store retailers,10055,7,2016
4532,"Office supplies, stationery, and gift stores",2525,7,2016
45321,Office supplies and stationery stores,991,7,2016
45322,"Gift, novelty, and souvenir stores",1534,7,2016
45330,Used merchandise stores,1365,7,2016
454,Nonstore retailers,41149,7,2016
4541,Electronic shopping and mail-order houses,35762,7,2016
45431,Fuel dealers,1366,7,2016
722,Food services and drinking places,56069,7,2016
7224,Drinking places,2060,7,2016
7225,Restaurants and other eating places,49428,7,2016
722511,Full service restaurants,24313,7,2016
"722513, 722514, 722515",Limited service eating places,25115,7,2016
441,Motor vehicle and parts dealers,488949,8,2020
"44,114,412",Automobile and other motor vehicle dealers,373021,8,2020
4411,Automobile dealers,109556,8,2020
44111,New car dealers,115928,8,2020
44112,Used car dealers,106956,8,2020
4413,"Automotive parts, acc., and tire stores",98206,8,2020
"442,443","Furniture, home furn, electronics, and appliance stores",86015,8,2020
442,Furniture and home furnishings stores,12191,8,2020
4421,Furniture stores,8972,8,2020
4422,Home furnishings stores,17856,8,2020
44221,Floor covering stores,11017,8,2020
442299,All other home furnishings stores,5847,8,2020
443,Electronics and appliance stores,5170,8,2020
443141,Household appliance stores,0,8,2020
443142,Electronics stores,2647,8,2020
444,Building mat. and garden equip. and supplies dealers,6839,8,2020
4441,Building mat. and supplies dealers,1747,8,2020
44412,Paint and wallpaper stores,5092,8,2020
44413,Hardware stores,36664,8,2020
445,Food and beverage stores,32612,8,2020
4451,Grocery stores,1216,8,2020
44511,Supermarkets and other grocery (except convenience) stores,2891,8,2020
4453,"Beer, wine, and liquor stores",72353,8,2020
446,Health and personal care stores,64500,8,2020
44611,Pharmacies and drug stores,61571,8,2020
447,Gasoline stations,5813,8,2020
448,Clothing and clothing access. stores,28918,8,2020
4481,Clothing stores,24757,8,2020
44811,Men's clothing stores,38730,8,2020
44812,Women's clothing stores,18968,8,2020
44814,Family clothing stores,12933,8,2020
44819,Other clothing stores,379,8,2020
4482,Shoe stores,2386,8,2020
44831,Jewelry stores,7768,8,2020
451,"Sporting goods, hobby, musical instrument, and book stores",1158,8,2020
45111,Sporting goods stores,2822,8,2020
45112,"Hobby, toy, and game stores",2877,8,2020
451211,Book stores,8218,8,2020
452,General merchandise stores,5163,8,2020
4521,Department stores,1508,8,2020
452111,Department stores(excl. discount department stores),770,8,2020
452112,Discount dept. stores,62304,8,2020
4529,Other general merchandise stores,9879,8,2020
45291,Warehouse clubs and superstores,1739,8,2020
45299,All other gen. merchandise stores,8140,8,2020
453,Miscellaneous store retailers,52425,8,2020
4532,"Office supplies, stationery, and gift stores",45080,8,2020
45321,Office supplies and stationery stores,7345,8,2020
45322,"Gift, novelty, and souvenir stores",11842,8,2020
45330,Used merchandise stores,2210,8,2020
454,Nonstore retailers,1105,8,2020
4541,Electronic shopping and mail-order houses,1105,8,2020
45431,Fuel dealers,1491,8,2020
722,Food services and drinking places,77168,8,2020
7224,Drinking places,70505,8,2020
7225,Restaurants and other eating places,1630,8,2020
722511,Full service restaurants,56358,8,2020
"722513, 722514, 722515",Limited service eating places,0,8,2020
441,Motor vehicle and parts dealers,358891,8,2019
"44,114,412",Automobile and other motor vehicle dealers,114131,8,2019
4411,Automobile dealers,114591,8,2019
44111,New car dealers,105884,8,2019
44112,Used car dealers,98738,8,2019
4413,"Automotive parts, acc., and tire stores",88148,8,2019
"442,443","Furniture, home furn, electronics, and appliance stores",10590,8,2019
442,Furniture and home furnishings stores,8707,8,2019
4421,Furniture stores,18135,8,2019
4422,Home furnishings stores,10616,8,2019
44221,Floor covering stores,5705,8,2019
442299,All other home furnishings stores,4911,8,2019
443,Electronics and appliance stores,0,8,2019
443141,Household appliance stores,2577,8,2019
443142,Electronics stores,7519,8,2019
444,Building mat. and garden equip. and supplies dealers,1467,8,2019
4441,Building mat. and supplies dealers,6052,8,2019
44412,Paint and wallpaper stores,32375,8,2019
44413,Hardware stores,28915,8,2019
445,Food and beverage stores,1257,8,2019
4451,Grocery stores,2525,8,2019
44511,Supermarkets and other grocery (except convenience) stores,66937,8,2019
4453,"Beer, wine, and liquor stores",59954,8,2019
446,Health and personal care stores,56957,8,2019
44611,Pharmacies and drug stores,5017,8,2019
447,Gasoline stations,28528,8,2019
448,Clothing and clothing access. stores,23562,8,2019
4481,Clothing stores,45949,8,2019
44811,Men's clothing stores,23829,8,2019
44812,Women's clothing stores,17028,8,2019
44814,Family clothing stores,714,8,2019
44819,Other clothing stores,3169,8,2019
4482,Shoe stores,10034,8,2019
44831,Jewelry stores,1496,8,2019
451,"Sporting goods, hobby, musical instrument, and book stores",3988,8,2019
45111,Sporting goods stores,2519,8,2019
45112,"Hobby, toy, and game stores",7608,8,2019
451211,Book stores,4368,8,2019
452,General merchandise stores,1269,8,2019
4521,Department stores,1124,8,2019
452111,Department stores(excl. discount department stores),61777,8,2019
452112,Discount dept. stores,11542,8,2019
4529,Other general merchandise stores,3054,8,2019
45291,Warehouse clubs and superstores,8488,8,2019
45299,All other gen. merchandise stores,50235,8,2019
453,Miscellaneous store retailers,43575,8,2019
4532,"Office supplies, stationery, and gift stores",6660,8,2019
45321,Office supplies and stationery stores,11689,8,2019
45322,"Gift, novelty, and souvenir stores",2782,8,2019
45330,Used merchandise stores,1260,8,2019
454,Nonstore retailers,1522,8,2019
4541,Electronic shopping and mail-order houses,1632,8,2019
45431,Fuel dealers,62064,8,2019
722,Food services and drinking places,54963,8,2019
7224,Drinking places,1954,8,2019
7225,Restaurants and other eating places,68469,8,2019
722511,Full service restaurants,0,8,2019
"722513, 722514, 722515",Limited service eating places,59998,8,2019
441,Motor vehicle and parts dealers,347649,8,2018
"44,114,412",Automobile and other motor vehicle dealers,111811,8,2018
4411,Automobile dealers,108381,8,2018
44111,New car dealers,99859,8,2018
44112,Used car dealers,92692,8,2018
4413,"Automotive parts, acc., and tire stores",82340,8,2018
"442,443","Furniture, home furn, electronics, and appliance stores",10352,8,2018
442,Furniture and home furnishings stores,8522,8,2018
4421,Furniture stores,18260,8,2018
4422,Home furnishings stores,10399,8,2018
44221,Floor covering stores,5534,8,2018
442299,All other home furnishings stores,4865,8,2018
443,Electronics and appliance stores,0,8,2018
443141,Household appliance stores,2531,8,2018
443142,Electronics stores,7861,8,2018
444,Building mat. and garden equip. and supplies dealers,1514,8,2018
4441,Building mat. and supplies dealers,6347,8,2018
44412,Paint and wallpaper stores,32075,8,2018
44413,Hardware stores,28644,8,2018
445,Food and beverage stores,1197,8,2018
4451,Grocery stores,2364,8,2018
44511,Supermarkets and other grocery (except convenience) stores,63628,8,2018
4453,"Beer, wine, and liquor stores",57015,8,2018
446,Health and personal care stores,54230,8,2018
44611,Pharmacies and drug stores,4697,8,2018
447,Gasoline stations,28904,8,2018
448,Clothing and clothing access. stores,23994,8,2018
4481,Clothing stores,47873,8,2018
44811,Men's clothing stores,23121,8,2018
44812,Women's clothing stores,16608,8,2018
44814,Family clothing stores,721,8,2018
44819,Other clothing stores,3270,8,2018
4482,Shoe stores,9501,8,2018
44831,Jewelry stores,1610,8,2018
451,"Sporting goods, hobby, musical instrument, and book stores",3898,8,2018
45111,Sporting goods stores,2371,8,2018
45112,"Hobby, toy, and game stores",7361,8,2018
451211,Book stores,4145,8,2018
452,General merchandise stores,1100,8,2018
4521,Department stores,1247,8,2018
452111,Department stores(excl. discount department stores),60099,8,2018
452112,Discount dept. stores,12083,8,2018
4529,Other general merchandise stores,3423,8,2018
45291,Warehouse clubs and superstores,8660,8,2018
45299,All other gen. merchandise stores,48016,8,2018
453,Miscellaneous store retailers,41593,8,2018
4532,"Office supplies, stationery, and gift stores",6423,8,2018
45321,Office supplies and stationery stores,11168,8,2018
45322,"Gift, novelty, and souvenir stores",2970,8,2018
45330,Used merchandise stores,1355,8,2018
454,Nonstore retailers,1615,8,2018
4541,Electronic shopping and mail-order houses,1491,8,2018
45431,Fuel dealers,55160,8,2018
722,Food services and drinking places,48469,8,2018
7224,Drinking places,2043,8,2018
7225,Restaurants and other eating places,64514,8,2018
722511,Full service restaurants,0,8,2018
"722513, 722514, 722515",Limited service eating places,56674,8,2018
441,Motor vehicle and parts dealers,327024,8,2017
"44,114,412",Automobile and other motor vehicle dealers,108670,8,2017
4411,Automobile dealers,104798,8,2017
44111,New car dealers,96524,8,2017
44112,Used car dealers,89966,8,2017
4413,"Automotive parts, acc., and tire stores",80177,8,2017
"442,443","Furniture, home furn, electronics, and appliance stores",9789,8,2017
442,Furniture and home furnishings stores,8274,8,2017
4421,Furniture stores,17501,8,2017
4422,Home furnishings stores,10033,8,2017
44221,Floor covering stores,5229,8,2017
442299,All other home furnishings stores,4804,8,2017
443,Electronics and appliance stores,0,8,2017
443141,Household appliance stores,2564,8,2017
443142,Electronics stores,7468,8,2017
444,Building mat. and garden equip. and supplies dealers,1387,8,2017
4441,Building mat. and supplies dealers,6081,8,2017
44412,Paint and wallpaper stores,30304,8,2017
44413,Hardware stores,27031,8,2017
445,Food and beverage stores,1124,8,2017
4451,Grocery stores,2248,8,2017
44511,Supermarkets and other grocery (except convenience) stores,61414,8,2017
4453,"Beer, wine, and liquor stores",55083,8,2017
446,Health and personal care stores,52628,8,2017
44611,Pharmacies and drug stores,4452,8,2017
447,Gasoline stations,27609,8,2017
448,Clothing and clothing access. stores,22820,8,2017
4481,Clothing stores,41634,8,2017
44811,Men's clothing stores,22775,8,2017
44812,Women's clothing stores,16356,8,2017
44814,Family clothing stores,719,8,2017
44819,Other clothing stores,3173,8,2017
4482,Shoe stores,9125,8,2017
44831,Jewelry stores,1576,8,2017
451,"Sporting goods, hobby, musical instrument, and book stores",3925,8,2017
45111,Sporting goods stores,2263,8,2017
45112,"Hobby, toy, and game stores",7639,8,2017
451211,Book stores,4225,8,2017
452,General merchandise stores,1243,8,2017
4521,Department stores,1370,8,2017
452111,Department stores(excl. discount department stores),57880,8,2017
452112,Discount dept. stores,12170,8,2017
4529,Other general merchandise stores,3608,8,2017
45291,Warehouse clubs and superstores,8562,8,2017
45299,All other gen. merchandise stores,45710,8,2017
453,Miscellaneous store retailers,39541,8,2017
4532,"Office supplies, stationery, and gift stores",6169,8,2017
45321,Office supplies and stationery stores,10750,8,2017
45322,"Gift, novelty, and souvenir stores",2875,8,2017
45330,Used merchandise stores,1390,8,2017
454,Nonstore retailers,1485,8,2017
4541,Electronic shopping and mail-order houses,1455,8,2017
45431,Fuel dealers,49518,8,2017
722,Food services and drinking places,43216,8,2017
7224,Drinking places,1707,8,2017
7225,Restaurants and other eating places,58502,8,2017
722511,Full service restaurants,2104,8,2017
"722513, 722514, 722515",Limited service eating places,51564,8,2017
441,Motor vehicle and parts dealers,312136,8,2016
"44,114,412",Automobile and other motor vehicle dealers,107380,8,2016
4411,Automobile dealers,104313,8,2016
44111,New car dealers,96100,8,2016
44112,Used car dealers,89924,8,2016
4413,"Automotive parts, acc., and tire stores",80417,8,2016
"442,443","Furniture, home furn, electronics, and appliance stores",9507,8,2016
442,Furniture and home furnishings stores,8213,8,2016
4421,Furniture stores,17560,8,2016
4422,Home furnishings stores,9706,8,2016
44221,Floor covering stores,5135,8,2016
442299,All other home furnishings stores,4571,8,2016
443,Electronics and appliance stores,1936,8,2016
443141,Household appliance stores,2513,8,2016
443142,Electronics stores,7854,8,2016
444,Building mat. and garden equip. and supplies dealers,1506,8,2016
4441,Building mat. and supplies dealers,6348,8,2016
44412,Paint and wallpaper stores,28866,8,2016
44413,Hardware stores,25904,8,2016
445,Food and beverage stores,1066,8,2016
4451,Grocery stores,2097,8,2016
44511,Supermarkets and other grocery (except convenience) stores,58627,8,2016
4453,"Beer, wine, and liquor stores",52474,8,2016
446,Health and personal care stores,50021,8,2016
44611,Pharmacies and drug stores,4307,8,2016
447,Gasoline stations,27014,8,2016
448,Clothing and clothing access. stores,22392,8,2016
4481,Clothing stores,38755,8,2016
44811,Men's clothing stores,22479,8,2016
44812,Women's clothing stores,16179,8,2016
44814,Family clothing stores,729,8,2016
44819,Other clothing stores,3298,8,2016
4482,Shoe stores,8796,8,2016
44831,Jewelry stores,1575,8,2016
451,"Sporting goods, hobby, musical instrument, and book stores",3898,8,2016
45111,Sporting goods stores,2181,8,2016
45112,"Hobby, toy, and game stores",7792,8,2016
451211,Book stores,4302,8,2016
452,General merchandise stores,1239,8,2016
4521,Department stores,1496,8,2016
452111,Department stores(excl. discount department stores),56578,8,2016
452112,Discount dept. stores,12735,8,2016
4529,Other general merchandise stores,3920,8,2016
45291,Warehouse clubs and superstores,8815,8,2016
45299,All other gen. merchandise stores,43843,8,2016
453,Miscellaneous store retailers,38096,8,2016
4532,"Office supplies, stationery, and gift stores",5747,8,2016
45321,Office supplies and stationery stores,10404,8,2016
45322,"Gift, novelty, and souvenir stores",2971,8,2016
45330,Used merchandise stores,1493,8,2016
454,Nonstore retailers,1478,8,2016
4541,Electronic shopping and mail-order houses,1413,8,2016
45431,Fuel dealers,44061,8,2016
722,Food services and drinking places,38405,8,2016
7224,Drinking places,1502,8,2016
7225,Restaurants and other eating places,55241,8,2016
722511,Full service restaurants,1999,8,2016
"722513, 722514, 722515",Limited service eating places,48527,8,2016
441,Motor vehicle and parts dealers,476247,9,2020
"44,114,412",Automobile and other motor vehicle dealers,363189,9,2020
4411,Automobile dealers,104834,9,2020
44111,New car dealers,113058,9,2020
44112,Used car dealers,104451,9,2020
4413,"Automotive parts, acc., and tire stores",96980,9,2020
"442,443","Furniture, home furn, electronics, and appliance stores",85909,9,2020
442,Furniture and home furnishings stores,11071,9,2020
4421,Furniture stores,8607,9,2020
4422,Home furnishings stores,17530,9,2020
44221,Floor covering stores,11071,9,2020
442299,All other home furnishings stores,6112,9,2020
443,Electronics and appliance stores,4959,9,2020
443141,Household appliance stores,0,9,2020
443142,Electronics stores,2506,9,2020
444,Building mat. and garden equip. and supplies dealers,6459,9,2020
4441,Building mat. and supplies dealers,1665,9,2020
44412,Paint and wallpaper stores,4794,9,2020
44413,Hardware stores,36930,9,2020
445,Food and beverage stores,32647,9,2020
4451,Grocery stores,1225,9,2020
44511,Supermarkets and other grocery (except convenience) stores,2760,9,2020
4453,"Beer, wine, and liquor stores",69741,9,2020
446,Health and personal care stores,62100,9,2020
44611,Pharmacies and drug stores,59353,9,2020
447,Gasoline stations,5582,9,2020
448,Clothing and clothing access. stores,29462,9,2020
4481,Clothing stores,25237,9,2020
44811,Men's clothing stores,37231,9,2020
44812,Women's clothing stores,18790,9,2020
44814,Family clothing stores,12912,9,2020
44819,Other clothing stores,401,9,2020
4482,Shoe stores,2494,9,2020
44831,Jewelry stores,7561,9,2020
451,"Sporting goods, hobby, musical instrument, and book stores",1150,9,2020
45111,Sporting goods stores,2643,9,2020
45112,"Hobby, toy, and game stores",2882,9,2020
451211,Book stores,7794,9,2020
452,General merchandise stores,4803,9,2020
4521,Department stores,1582,9,2020
452111,Department stores(excl. discount department stores),620,9,2020
452112,Discount dept. stores,58567,9,2020
4529,Other general merchandise stores,9182,9,2020
45291,Warehouse clubs and superstores,1786,9,2020
45299,All other gen. merchandise stores,7396,9,2020
453,Miscellaneous store retailers,49385,9,2020
4532,"Office supplies, stationery, and gift stores",42093,9,2020
45321,Office supplies and stationery stores,7292,9,2020
45322,"Gift, novelty, and souvenir stores",11604,9,2020
45330,Used merchandise stores,2153,9,2020
454,Nonstore retailers,968,9,2020
4541,Electronic shopping and mail-order houses,1185,9,2020
45431,Fuel dealers,1357,9,2020
722,Food services and drinking places,75540,9,2020
7224,Drinking places,68425,9,2020
7225,Restaurants and other eating places,1885,9,2020
722511,Full service restaurants,54740,9,2020
"722513, 722514, 722515",Limited service eating places,0,9,2020
441,Motor vehicle and parts dealers,329944,9,2019
"44,114,412",Automobile and other motor vehicle dealers,100240,9,2019
4411,Automobile dealers,99612,9,2019
44111,New car dealers,91758,9,2019
44112,Used car dealers,85985,9,2019
4413,"Automotive parts, acc., and tire stores",76300,9,2019
"442,443","Furniture, home furn, electronics, and appliance stores",9685,9,2019
442,Furniture and home furnishings stores,7854,9,2019
4421,Furniture stores,17239,9,2019
4422,Home furnishings stores,10116,9,2019
44221,Floor covering stores,5631,9,2019
442299,All other home furnishings stores,4485,9,2019
443,Electronics and appliance stores,0,9,2019
443141,Household appliance stores,2305,9,2019
443142,Electronics stores,7123,9,2019
444,Building mat. and garden equip. and supplies dealers,1357,9,2019
4441,Building mat. and supplies dealers,5766,9,2019
44412,Paint and wallpaper stores,29963,9,2019
44413,Hardware stores,26662,9,2019
445,Food and beverage stores,1149,9,2019
4451,Grocery stores,2317,9,2019
44511,Supermarkets and other grocery (except convenience) stores,62420,9,2019
4453,"Beer, wine, and liquor stores",56083,9,2019
446,Health and personal care stores,53251,9,2019
44611,Pharmacies and drug stores,4454,9,2019
447,Gasoline stations,27297,9,2019
448,Clothing and clothing access. stores,22515,9,2019
4481,Clothing stores,42751,9,2019
44811,Men's clothing stores,19567,9,2019
44812,Women's clothing stores,14374,9,2019
44814,Family clothing stores,725,9,2019
44819,Other clothing stores,2923,9,2019
4482,Shoe stores,8193,9,2019
44831,Jewelry stores,1225,9,2019
451,"Sporting goods, hobby, musical instrument, and book stores",2594,9,2019
45111,Sporting goods stores,2330,9,2019
45112,"Hobby, toy, and game stores",6325,9,2019
451211,Book stores,3403,9,2019
452,General merchandise stores,1254,9,2019
4521,Department stores,871,9,2019
452111,Department stores(excl. discount department stores),54785,9,2019
452112,Discount dept. stores,9732,9,2019
4529,Other general merchandise stores,2858,9,2019
45291,Warehouse clubs and superstores,6874,9,2019
45299,All other gen. merchandise stores,45053,9,2019
453,Miscellaneous store retailers,38806,9,2019
4532,"Office supplies, stationery, and gift stores",6247,9,2019
45321,Office supplies and stationery stores,10711,9,2019
45322,"Gift, novelty, and souvenir stores",2324,9,2019
45330,Used merchandise stores,893,9,2019
454,Nonstore retailers,1431,9,2019
4541,Electronic shopping and mail-order houses,1557,9,2019
45431,Fuel dealers,58886,9,2019
722,Food services and drinking places,51913,9,2019
7224,Drinking places,2041,9,2019
7225,Restaurants and other eating places,63520,9,2019
722511,Full service restaurants,0,9,2019
"722513, 722514, 722515",Limited service eating places,54572,9,2019
441,Motor vehicle and parts dealers,321206,9,2018
"44,114,412",Automobile and other motor vehicle dealers,100372,9,2018
4411,Automobile dealers,95966,9,2018
44111,New car dealers,88197,9,2018
44112,Used car dealers,82407,9,2018
4413,"Automotive parts, acc., and tire stores",73197,9,2018
"442,443","Furniture, home furn, electronics, and appliance stores",9210,9,2018
442,Furniture and home furnishings stores,7769,9,2018
4421,Furniture stores,17039,9,2018
4422,Home furnishings stores,9759,9,2018
44221,Floor covering stores,5382,9,2018
442299,All other home furnishings stores,4377,9,2018
443,Electronics and appliance stores,0,9,2018
443141,Household appliance stores,2263,9,2018
443142,Electronics stores,7280,9,2018
444,Building mat. and garden equip. and supplies dealers,1340,9,2018
4441,Building mat. and supplies dealers,5940,9,2018
44412,Paint and wallpaper stores,29354,9,2018
44413,Hardware stores,26048,9,2018
445,Food and beverage stores,1042,9,2018
4451,Grocery stores,2172,9,2018
44511,Supermarkets and other grocery (except convenience) stores,61186,9,2018
4453,"Beer, wine, and liquor stores",54910,9,2018
446,Health and personal care stores,52296,9,2018
44611,Pharmacies and drug stores,4416,9,2018
447,Gasoline stations,26846,9,2018
448,Clothing and clothing access. stores,22167,9,2018
4481,Clothing stores,44442,9,2018
44811,Men's clothing stores,19782,9,2018
44812,Women's clothing stores,14709,9,2018
44814,Family clothing stores,738,9,2018
44819,Other clothing stores,3071,9,2018
4482,Shoe stores,8244,9,2018
44831,Jewelry stores,1315,9,2018
451,"Sporting goods, hobby, musical instrument, and book stores",2736,9,2018
45111,Sporting goods stores,2110,9,2018
45112,"Hobby, toy, and game stores",6100,9,2018
451211,Book stores,3198,9,2018
452,General merchandise stores,1182,9,2018
4521,Department stores,886,9,2018
452111,Department stores(excl. discount department stores),54945,9,2018
452112,Discount dept. stores,10371,9,2018
4529,Other general merchandise stores,3191,9,2018
45291,Warehouse clubs and superstores,7180,9,2018
45299,All other gen. merchandise stores,44574,9,2018
453,Miscellaneous store retailers,38362,9,2018
4532,"Office supplies, stationery, and gift stores",6212,9,2018
45321,Office supplies and stationery stores,10198,9,2018
45322,"Gift, novelty, and souvenir stores",2506,9,2018
45330,Used merchandise stores,944,9,2018
454,Nonstore retailers,1562,9,2018
4541,Electronic shopping and mail-order houses,1376,9,2018
45431,Fuel dealers,51314,9,2018
722,Food services and drinking places,44922,9,2018
7224,Drinking places,2050,9,2018
7225,Restaurants and other eating places,59965,9,2018
722511,Full service restaurants,0,9,2018
"722513, 722514, 722515",Limited service eating places,51577,9,2018
441,Motor vehicle and parts dealers,312607,9,2017
"44,114,412",Automobile and other motor vehicle dealers,100576,9,2017
4411,Automobile dealers,99971,9,2017
44111,New car dealers,92143,9,2017
44112,Used car dealers,86444,9,2017
4413,"Automotive parts, acc., and tire stores",77024,9,2017
"442,443","Furniture, home furn, electronics, and appliance stores",9420,9,2017
442,Furniture and home furnishings stores,7828,9,2017
4421,Furniture stores,16970,9,2017
4422,Home furnishings stores,9676,9,2017
44221,Floor covering stores,5189,9,2017
442299,All other home furnishings stores,4487,9,2017
443,Electronics and appliance stores,0,9,2017
443141,Household appliance stores,2299,9,2017
443142,Electronics stores,7294,9,2017
444,Building mat. and garden equip. and supplies dealers,1385,9,2017
4441,Building mat. and supplies dealers,5909,9,2017
44412,Paint and wallpaper stores,28978,9,2017
44413,Hardware stores,26017,9,2017
445,Food and beverage stores,1015,9,2017
4451,Grocery stores,2161,9,2017
44511,Supermarkets and other grocery (except convenience) stores,60283,9,2017
4453,"Beer, wine, and liquor stores",54142,9,2017
446,Health and personal care stores,51676,9,2017
44611,Pharmacies and drug stores,4346,9,2017
447,Gasoline stations,26551,9,2017
448,Clothing and clothing access. stores,21944,9,2017
4481,Clothing stores,41677,9,2017
44811,Men's clothing stores,19909,9,2017
44812,Women's clothing stores,14713,9,2017
44814,Family clothing stores,759,9,2017
44819,Other clothing stores,3007,9,2017
4482,Shoe stores,8079,9,2017
44831,Jewelry stores,1362,9,2017
451,"Sporting goods, hobby, musical instrument, and book stores",2754,9,2017
45111,Sporting goods stores,2215,9,2017
45112,"Hobby, toy, and game stores",6722,9,2017
451211,Book stores,3573,9,2017
452,General merchandise stores,1348,9,2017
4521,Department stores,976,9,2017
452111,Department stores(excl. discount department stores),54481,9,2017
452112,Discount dept. stores,10891,9,2017
4529,Other general merchandise stores,3557,9,2017
45291,Warehouse clubs and superstores,7334,9,2017
45299,All other gen. merchandise stores,43590,9,2017
453,Miscellaneous store retailers,37601,9,2017
4532,"Office supplies, stationery, and gift stores",5989,9,2017
45321,Office supplies and stationery stores,10198,9,2017
45322,"Gift, novelty, and souvenir stores",2494,9,2017
45330,Used merchandise stores,1076,9,2017
454,Nonstore retailers,1418,9,2017
4541,Electronic shopping and mail-order houses,1425,9,2017
45431,Fuel dealers,46838,9,2017
722,Food services and drinking places,40559,9,2017
7224,Drinking places,1854,9,2017
7225,Restaurants and other eating places,57132,9,2017
722511,Full service restaurants,2160,9,2017
"722513, 722514, 722515",Limited service eating places,49019,9,2017
441,Motor vehicle and parts dealers,298431,9,2016
"44,114,412",Automobile and other motor vehicle dealers,98485,9,2016
4411,Automobile dealers,95716,9,2016
44111,New car dealers,88025,9,2016
44112,Used car dealers,82567,9,2016
4413,"Automotive parts, acc., and tire stores",73954,9,2016
"442,443","Furniture, home furn, electronics, and appliance stores",8613,9,2016
442,Furniture and home furnishings stores,7691,9,2016
4421,Furniture stores,17082,9,2016
4422,Home furnishings stores,9667,9,2016
44221,Floor covering stores,5292,9,2016
442299,All other home furnishings stores,4375,9,2016
443,Electronics and appliance stores,1864,9,2016
443141,Household appliance stores,2366,9,2016
443142,Electronics stores,7415,9,2016
444,Building mat. and garden equip. and supplies dealers,1517,9,2016
4441,Building mat. and supplies dealers,5898,9,2016
44412,Paint and wallpaper stores,27778,9,2016
44413,Hardware stores,24875,9,2016
